time,mainDescription,detailedDescription,icon,currentTemp,maxTemp,minTemp,pressure,humidity,windSpeed,windAngle,cloudDensity,visibility
1522094400,Rain,light rain,10n,281.15,281.15,281.15,1008,87,7.2,150,75,10000
1522096200,Rain,light rain,10n,280.72,281.15,280.15,1007,93,8.2,140,75,10000
1522098000,Rain,light rain,10n,281.15,281.15,281.15,1006,87,6.7,160,75,10000
1522099800,Rain,light rain,10n,281.15,281.15,281.15,1006,87,8.2,160,75,10000
1522101600,Drizzle,light intensity drizzle rain,09n,281.17,282.15,280.15,1006,100,5.7,150,75,9000
1522103400,Rain,light rain,10n,281.73,282.15,281.15,1005,93,3.6,160,75,9000
1522105200,Rain,light rain,10n,282.17,283.15,281.15,1004,93,4.6,150,75,7000
1522107000,Drizzle,light intensity drizzle rain,09n,282.29,283.15,281.15,1004,93,4.6,150,75,6000
1522108800,Rain,light rain,10n,282.17,283.15,281.15,1004,93,4.1,160,75,10000
1522110600,Rain,light rain,10n,283.15,283.15,283.15,1003,93,2.6,170,75,10000
1522112400,Rain,light rain,10n,283.15,283.15,283.15,1003,93,7.2,230,75,10000
1522114200,Drizzle,light intensity drizzle rain,09n,283.15,283.15,283.15,1002,93,7.2,240,75,7000
1522116000,Drizzle,light intensity drizzle rain,09n,283.15,283.15,283.15,1002,93,6.7,240,75,10000
1522117800,Drizzle,light intensity drizzle,09n,283.15,283.15,283.15,1002,93,6.7,240,75,10000
1522119600,Clouds,broken clouds,04n,283.15,283.15,283.15,1002,93,6.2,240,75,10000
1522121400,Clouds,broken clouds,04n,283.15,283.15,283.15,1001,93,5.7,240,75,10000
1522123200,Drizzle,light intensity drizzle rain,09n,283.15,283.15,283.15,1001,93,5.7,240,75,10000
1522125000,Drizzle,light intensity drizzle rain,09n,283.15,283.15,283.15,1001,93,5.1,240,75,5000
1522126800,Drizzle,light intensity drizzle rain,09n,283.15,283.15,283.15,1001,93,5.1,250,75,4000
1522128600,Drizzle,light intensity drizzle rain,09n,282.3,283.15,281.15,1002,93,8.2,280,75,5000
1522130400,Drizzle,light intensity drizzle,09n,281.15,281.15,281.15,1002,93,8.2,280,75,10000
1522132200,Drizzle,light intensity drizzle,09d,280.72,281.15,280.15,1002,93,10.8,280,75,10000
1522134000,Clouds,broken clouds,04d,280.15,280.15,280.15,1003,93,8.2,280,75,10000
1522135800,Drizzle,light intensity drizzle,09d,281.15,281.15,281.15,1003,87,9.3,280,75,10000
1522137600,Drizzle,light intensity drizzle,09d,280.64,281.15,280.15,1003,81,8.7,280,40,10000
1522139400,Clouds,broken clouds,04d,281.15,281.15,281.15,1003,81,10.3,280,75,10000
1522141200,Drizzle,light intensity drizzle,09d,280.64,281.15,280.15,1004,81,9.3,270,75,10000
1522143000,Drizzle,light intensity drizzle,09d,281.15,281.15,281.15,1004,81,9.8,280,75,10000
1522146600,Drizzle,light intensity drizzle,09d,281.59,282.15,281.15,1005,81,8.2,290,75,10000
1522148400,Drizzle,light intensity drizzle rain,09d,281.15,281.15,281.15,1005,87,10.3,290,75,10000
1522150200,Drizzle,light intensity drizzle,09d,281.15,281.15,281.15,1005,81,7.7,280,75,10000
1522152000,Rain,light intensity shower rain,09d,281.15,281.15,281.15,1005,81,8.7,300,75,10000
1522153800,Rain,shower rain,09d,281.66,282.15,281.15,1005,75,7.7,280,40,10000
1522155600,Rain,shower rain,09d,281.15,281.15,281.15,1005,75,8.7,280,75,10000
1522157400,Clouds,broken clouds,04d,281.64,282.15,281.15,1005,66,10.3,270,75,10000
1522159200,Rain,light intensity shower rain,09d,281.66,282.15,281.15,1006,70,10.3,270,75,10000
1522161000,Rain,shower rain,09d,281.66,282.15,281.15,1006,65,9.8,280,75,10000
1522162800,Rain,shower rain,09d,281.15,281.15,281.15,1006,65,9.3,280,75,10000
1522166400,Clouds,broken clouds,04d,281.71,282.15,281.15,1006,75,6.2,270,75,10000
1522168200,Clouds,broken clouds,04d,280.59,281.15,280.15,1005,70,7.2,270,75,10000
1522170000,Clouds,broken clouds,04d,280.51,281.15,280.15,1005,70,9.3,260,75,10000
1522171800,Rain,shower rain,09d,280.71,281.15,280.15,1006,70,6.7,270,75,10000
1522173600,Rain,shower rain,09d,280.77,281.15,280.15,1006,70,3.1,290,75,10000
1522175400,Rain,shower rain,09d,279.74,280.15,279.15,1007,87,5.7,290,75,10000
1522177200,Rain,light intensity shower rain,09n,278.64,279.15,278.15,1006,81,5.1,290,75,10000
1522179000,Rain,light intensity shower rain,09n,278.15,278.15,278.15,1006,80,4.6,280,75,10000
1522180800,Clouds,broken clouds,04n,278.15,278.15,278.15,1006,80,4.1,280,75,10000
1522184400,Clouds,broken clouds,04n,277.15,277.15,277.15,1006,93,2.1,240,75,10000
1522186200,Clouds,scattered clouds,03n,277.57,278.15,277.15,1006,80,4.1,250,40,10000
1522188000,Clouds,scattered clouds,03n,277.15,277.15,277.15,1006,86,4.6,240,40,10000
1522189800,Clouds,scattered clouds,03n,277.15,277.15,277.15,1006,86,4.6,240,40,10000
1522191600,Clouds,scattered clouds,03n,277.15,277.15,277.15,1006,86,4.1,250,40,10000
1522193400,Clouds,broken clouds,04n,277.15,277.15,277.15,1006,86,3.6,240,75,10000
1522195200,Clouds,broken clouds,04n,277.15,277.15,277.15,1006,86,4.1,250,75,10000
1522197000,Clouds,broken clouds,04n,277.15,277.15,277.15,1006,86,4.1,250,75,10000
1522198800,Clouds,broken clouds,04n,277.15,277.15,277.15,1005,86,4.6,240,75,10000
1522200600,Clouds,broken clouds,04n,277.15,277.15,277.15,1005,86,4.6,250,75,10000
1522202400,Clouds,broken clouds,04n,277.15,277.15,277.15,1005,86,4.6,240,75,10000
1522204200,Clouds,broken clouds,04n,277.15,277.15,277.15,1004,86,5.1,250,75,10000
1522206000,Clouds,broken clouds,04n,276.64,277.15,276.15,1004,86,5.1,250,75,10000
1522207800,Clouds,broken clouds,04n,276.56,277.15,276.15,1004,86,5.1,250,75,10000
1522209600,Clouds,broken clouds,04n,276.15,276.15,276.15,1004,93,6.2,270,75,10000
1522211400,Clouds,broken clouds,04n,276.15,276.15,276.15,1003,93,5.1,270,75,10000
1522213200,Rain,light intensity shower rain,09n,276.15,276.15,276.15,1003,93,5.1,260,75,10000
1522215000,Rain,light intensity shower rain,09n,276.15,276.15,276.15,1003,93,5.7,260,75,10000
1522216800,Clouds,broken clouds,04n,276.15,276.15,276.15,1003,93,6.2,260,75,10000
1522218600,Clouds,broken clouds,04d,276.15,276.15,276.15,1003,93,4.6,270,75,10000
1522222200,Clouds,broken clouds,04d,276.59,277.15,276.15,1003,86,6.2,270,75,10000
1522224000,Clouds,broken clouds,04d,276.59,277.15,276.15,1004,86,6.2,270,75,10000
1522225800,Clouds,scattered clouds,03d,277.15,277.15,277.15,1004,93,6.2,270,40,10000
1522227600,Clouds,broken clouds,04d,277.15,277.15,277.15,1004,86,7.2,270,75,10000
1522231200,Clouds,broken clouds,04d,278.59,279.15,278.15,1004,75,7.7,280,75,10000
1522233000,Clouds,broken clouds,04d,279.15,279.15,279.15,1003,75,6.7,280,75,10000
1522234800,Clouds,broken clouds,04d,279.58,280.15,279.15,1003,70,7.2,280,75,10000
1522238400,Clouds,scattered clouds,03d,280.59,281.15,280.15,1003,61,6.7,280,40,10000
1522240200,Clouds,scattered clouds,03d,281.66,282.15,281.15,1003,61,8.2,270,40,10000
1522242000,Clouds,scattered clouds,03d,281.66,282.15,281.15,1003,98,6.7,290,40,10000
1522243800,Rain,shower rain,09d,280.64,281.15,280.15,1003,98,6.2,260,40,10000
1522245600,Rain,shower rain,09d,282.66,283.15,282.15,1003,98,6.7,270,40,10000
1522247400,Rain,shower rain,09d,281.66,282.15,281.15,1002,61,8.2,260,40,10000
1522249200,Rain,shower rain,09d,280.66,281.15,280.15,1002,98,5.7,300,75,10000
1522252800,Rain,shower rain,09d,280.02,281.15,279.15,1002,52,8.2,260,75,10000
1522344600,Rain,light rain,10d,278.59,279.15,278.15,994,87,5.7,70,75,10000
1522346400,Rain,moderate rain,10d,278.64,279.15,278.15,994,81,4.6,70,75,10000
1522348200,Rain,moderate rain,10d,278.57,279.15,278.15,994,87,5.1,70,75,10000
1522350000,Rain,light rain,10n,277.64,278.15,277.15,995,93,7.7,120,75,10000
1522351800,Rain,light rain,10n,277.15,277.15,277.15,995,93,4.1,150,75,10000
1522353600,Rain,light rain,10n,276.64,277.15,276.15,995,93,3.1,150,75,10000
1522355400,Rain,light rain,10n,276.57,277.15,276.15,995,93,2.6,130,75,10000
1522357200,Rain,light rain,10n,277.15,277.15,277.15,995,93,2.1,130,75,10000
1522359000,Rain,moderate rain,10n,277.15,277.15,277.15,995,93,4.1,80,75,10000
1522362600,Rain,light rain,10n,276.15,276.15,276.15,994,93,2.6,350,75,10000
1522364400,Rain,moderate rain,10n,276.15,276.15,276.15,994,93,2.6,320,75,10000
1522366200,Drizzle,light intensity drizzle,09n,276.15,276.15,276.15,994,93,1.5,320,75,10000
1522368000,Drizzle,light intensity drizzle rain,09n,275.64,276.15,275.15,994,93,1.5,280,75,10000
1522369800,Rain,light rain,10n,275.57,276.15,275.15,994,100,1.0,300,75,10000
1522371600,Drizzle,light intensity drizzle rain,09n,275.64,276.15,275.15,994,100,1.0,0,75,10000
1522373400,Clouds,broken clouds,04n,275.57,276.15,275.15,994,100,1.5,0,75,10000
1522375200,Rain,light rain,10n,276.15,276.15,276.15,994,100,1.0,0,75,10000
1522377000,Rain,light rain,10n,276.58,277.15,276.15,994,93,3.1,70,75,10000
1522378800,Clouds,broken clouds,04n,276.64,277.15,276.15,994,100,3.6,80,75,10000
1522380600,Clouds,broken clouds,04n,276.57,277.15,276.15,994,93,2.6,140,75,10000
1522382400,Clouds,broken clouds,04n,276.15,276.15,276.15,995,100,1.0,0,75,10000
1522384200,Clouds,broken clouds,04n,276.15,276.15,276.15,995,100,1.0,130,75,10000
1522386000,Clouds,broken clouds,04n,276.15,276.15,276.15,995,93,1.5,120,75,10000
1522387800,Clouds,broken clouds,04n,275.73,276.15,275.15,995,100,1.0,0,75,10000
1522389600,Mist,mist,50n,275.15,275.15,275.15,995,100,2.1,70,75,10000
1522391400,Mist,mist,50d,275.15,275.15,275.15,996,100,2.6,10,75,10000
1522393200,Fog,fog,50d,275.64,276.15,275.15,996,100,3.1,40,75,10000
1522395000,Fog,fog,50d,275.64,276.15,275.15,996,100,4.1,50,75,10000
1522396800,Fog,fog,50d,276.64,277.15,276.15,996,93,4.1,50,75,10000
1522398600,Fog,fog,50d,277.0,278.15,276.15,996,93,3.1,60,75,10000
1522400400,Clouds,broken clouds,04d,278.15,278.15,278.15,996,93,3.6,40,75,10000
1522402200,Clouds,broken clouds,04d,278.15,278.15,278.15,997,93,5.1,40,75,10000
1522404000,Clouds,broken clouds,04d,279.15,279.15,279.15,997,87,5.1,50,75,10000
1522405800,Rain,shower rain,09d,279.15,279.15,279.15,997,81,5.7,40,75,10000
1522407600,Rain,light intensity shower rain,09d,278.17,279.15,277.15,997,93,3.1,10,75,7000
1522409400,Rain,light intensity shower rain,09d,278.72,279.15,278.15,997,86,3.1,30,75,9000
1522411200,Rain,shower rain,09d,278.66,279.15,278.15,997,86,3.1,50,75,4000
1522413000,Rain,shower rain,09d,278.31,279.15,277.15,998,93,2.6,90,75,4000
1522414800,Rain,light intensity shower rain,09d,277.66,278.15,277.15,998,93,2.1,80,75,10000
1522416600,Rain,light intensity shower rain,09d,278.15,278.15,278.15,998,93,1.5,0,75,10000
1522418400,Rain,light intensity shower rain,09d,277.14,278.15,276.15,998,93,6.2,20,75,10000
1522420200,Rain,light intensity shower rain,09d,277.39,279.15,276.15,997,87,7.2,10,75,10000
1522422000,Clouds,broken clouds,04d,279.15,279.15,279.15,998,87,7.2,20,75,10000
1522423800,Clouds,broken clouds,04d,279.15,279.15,279.15,998,87,6.7,20,75,10000
1522425600,Clouds,broken clouds,04d,279.15,279.15,279.15,997,81,5.7,30,75,8000
1522429200,Clouds,broken clouds,04d,279.15,279.15,279.15,998,81,5.7,30,75,10000
1522431000,Clouds,broken clouds,04d,278.73,279.15,278.15,998,86,6.2,20,75,10000
1522432800,Clouds,broken clouds,04d,278.15,278.15,278.15,998,86,5.1,20,75,10000
1522434600,Clouds,broken clouds,04d,278.15,278.15,278.15,999,86,5.1,20,75,10000
1522436400,Clouds,broken clouds,04n,278.15,278.15,278.15,999,86,4.6,10,75,10000
1522438200,Clouds,broken clouds,04n,278.15,278.15,278.15,999,80,2.6,360,75,10000
1522440000,Clouds,broken clouds,04n,277.66,278.15,277.15,999,93,3.1,340,75,10000
1522441800,Clouds,broken clouds,04n,277.72,278.15,277.15,1000,86,3.1,340,75,10000
1522443600,Clouds,scattered clouds,03n,277.66,278.15,277.15,1000,86,3.6,340,40,10000
1522445400,Clouds,broken clouds,04n,277.72,278.15,277.15,1000,86,4.6,330,75,10000
1522449000,Clouds,broken clouds,04n,277.71,278.15,277.15,1000,86,3.6,350,75,10000
1522450800,Clouds,broken clouds,04n,277.15,277.15,277.15,1000,93,4.6,350,75,10000
1522452600,Clouds,broken clouds,04n,277.15,277.15,277.15,1000,86,5.1,350,75,10000
1522454400,Clouds,broken clouds,04n,277.15,277.15,277.15,1000,86,4.6,340,75,10000
1522456200,Clouds,broken clouds,04n,277.15,277.15,277.15,1000,86,5.7,340,75,10000
1522458000,Clouds,broken clouds,04n,277.15,277.15,277.15,1000,93,5.1,340,75,10000
1522459800,Clouds,broken clouds,04n,277.15,277.15,277.15,1001,93,5.7,340,75,10000
1522461600,Clouds,broken clouds,04n,277.15,277.15,277.15,1001,93,4.6,350,75,10000
1522463400,Clouds,broken clouds,04n,277.15,277.15,277.15,1001,93,5.1,340,75,10000
1522465200,Clouds,broken clouds,04n,277.15,277.15,277.15,1001,93,6.2,330,75,10000
1522467000,Clouds,broken clouds,04n,277.15,277.15,277.15,1001,93,5.7,340,75,10000
1522470600,Clouds,broken clouds,04n,277.15,277.15,277.15,1001,93,5.1,340,75,10000
1522472400,Clouds,broken clouds,04n,276.79,277.15,276.15,1001,100,4.1,350,75,10000
1522474200,Clouds,broken clouds,04n,276.71,277.15,276.15,1002,93,4.6,340,75,10000
1522476000,Clouds,scattered clouds,03d,276.66,277.15,276.15,1002,93,5.1,340,40,10000
1522477800,Clouds,scattered clouds,03d,276.74,277.15,276.15,1002,93,5.7,330,40,10000
1522479600,Clouds,scattered clouds,03d,276.15,276.15,276.15,1003,93,5.7,330,40,10000
1522481400,Clouds,broken clouds,04d,276.15,276.15,276.15,1003,100,5.7,340,75,10000
1522483200,Clouds,broken clouds,04d,277.15,277.15,277.15,1003,93,4.6,340,75,10000
1522485000,Clouds,broken clouds,04d,277.58,278.15,277.15,1004,86,5.1,350,75,10000
1522486800,Clouds,broken clouds,04d,278.15,278.15,278.15,1004,86,5.1,350,75,10000
1522488600,Clouds,broken clouds,04d,278.57,279.15,278.15,1004,81,6.2,360,75,10000
1522490400,Clouds,broken clouds,04d,279.15,279.15,279.15,1004,81,7.2,360,75,10000
1522494000,Clouds,broken clouds,04d,279.15,279.15,279.15,1005,75,7.7,10,75,10000
1522495800,Clouds,broken clouds,04d,279.15,279.15,279.15,1005,81,7.2,20,75,10000
1522497600,Clouds,broken clouds,04d,279.15,279.15,279.15,1006,75,8.2,20,75,10000
1522499400,Clouds,broken clouds,04d,279.15,279.15,279.15,1006,75,6.7,30,75,10000
1522501200,Clouds,broken clouds,04d,279.64,280.15,279.15,1006,70,7.2,30,75,10000
1522503000,Clouds,broken clouds,04d,279.15,279.15,279.15,1006,70,7.7,30,75,10000
1522504800,Clouds,broken clouds,04d,279.15,279.15,279.15,1007,75,7.2,30,75,10000
1522634400,Rain,light rain,10n,276.15,276.15,276.15,1000,93,9.8,90,75,10000
1522679400,Rain,moderate rain,10d,279.58,280.15,279.15,988,93,4.6,40,75,700
1522681200,Rain,light rain,10d,280.15,280.15,280.15,987,100,5.1,50,75,900
1522684800,Rain,light rain,10d,280.15,280.15,280.15,987,100,3.1,20,75,700
1522686600,Rain,light rain,10d,280.15,280.15,280.15,987,100,2.6,360,75,700
1522688400,Fog,fog,50d,280.15,280.15,280.15,987,100,2.6,360,75,900
1522690200,Fog,fog,50d,280.15,280.15,280.15,987,100,2.6,360,75,700
1522692000,Fog,fog,50d,280.15,280.15,280.15,987,100,2.6,350,75,600
1522693800,Fog,fog,50d,280.15,280.15,280.15,987,100,3.1,360,75,500
1522695600,Fog,fog,50d,279.66,280.15,279.15,987,100,2.1,360,75,800
1522697400,Rain,light rain,10n,279.72,280.15,279.15,987,100,2.6,20,75,1500
1522699200,Rain,moderate rain,10n,279.66,280.15,279.15,987,100,2.6,20,75,1200
1522701000,Rain,moderate rain,10n,279.72,280.15,279.15,987,100,2.1,10,75,1200
1522702800,Rain,light rain,10n,279.66,280.15,279.15,987,100,2.6,360,75,1200
1522704600,Rain,light rain,10n,279.73,280.15,279.15,987,100,2.6,360,75,800
1522708200,Rain,light rain,10n,279.15,279.15,279.15,987,100,2.6,360,75,600
1522710000,Rain,light rain,10n,279.15,279.15,279.15,987,100,3.1,10,75,800
1522711800,Mist,mist,50n,279.15,279.15,279.15,987,100,2.1,40,75,1200
1522713600,Fog,fog,50n,279.15,279.15,279.15,987,100,3.1,20,75,800
1522717200,Fog,fog,50n,279.15,279.15,279.15,987,100,2.6,30,75,300
1522719000,Fog,fog,50n,279.15,279.15,279.15,987,100,2.1,40,75,300
1522720800,Fog,fog,50n,279.15,279.15,279.15,986,100,2.6,40,75,300
1522722600,Fog,fog,50n,279.15,279.15,279.15,986,100,2.1,40,75,300
1522724400,Fog,fog,50n,279.15,279.15,279.15,986,100,2.6,40,75,400
1522728000,Fog,fog,50n,279.15,279.15,279.15,986,100,2.6,40,75,400
1522729800,Fog,fog,50n,279.15,279.15,279.15,985,100,2.6,60,75,300
1522731600,Fog,fog,50n,279.15,279.15,279.15,985,100,3.1,30,75,200
1522733400,Fog,fog,50n,279.15,279.15,279.15,985,100,3.1,60,75,300
1522735200,Fog,fog,50d,279.64,280.15,279.15,985,100,2.6,70,75,250
1522737000,Rain,moderate rain,10d,279.57,280.15,279.15,985,100,3.1,100,75,400
1522738800,Fog,fog,50d,280.15,280.15,280.15,985,100,4.1,110,75,500
1522740600,Fog,fog,50d,280.15,280.15,280.15,985,100,4.6,120,75,600
1522744200,Rain,moderate rain,10d,280.71,281.15,280.15,985,100,3.6,140,75,800
1522746000,Rain,light rain,10d,281.15,281.15,281.15,985,100,4.1,130,75,1200
1522749600,Rain,light intensity shower rain,09d,282.15,282.15,282.15,985,100,2.6,180,75,10000
1522751400,Clouds,broken clouds,04d,283.66,284.15,283.15,985,87,6.2,200,75,10000
1522753200,Clouds,broken clouds,04d,284.64,285.15,284.15,985,76,8.2,220,75,10000
1522755000,Clouds,broken clouds,04d,284.15,284.15,284.15,986,71,8.2,210,75,10000
1522756800,Clouds,scattered clouds,03d,284.59,285.15,284.15,986,66,8.7,210,40,10000
1522760400,Rain,light intensity shower rain,09d,284.28,285.15,283.15,986,76,8.2,230,40,5000
1522764000,Rain,light intensity shower rain,09d,284.15,284.15,284.15,986,71,8.2,220,75,10000
1522765800,Rain,shower rain,09d,285.15,285.15,285.15,986,62,7.2,220,75,10000
1522767600,Rain,light intensity shower rain,09d,285.66,286.15,285.15,986,62,5.7,220,75,10000
1522771200,Rain,light intensity shower rain,09d,285.71,286.15,285.15,986,54,5.7,210,75,10000
1522773000,Rain,shower rain,09d,285.15,285.15,285.15,986,54,8.2,210,40,10000
1522774800,Rain,shower rain,09d,284.77,285.15,284.15,987,62,8.2,220,75,10000
1522776600,Rain,shower rain,09d,285.15,285.15,285.15,987,54,6.7,210,75,10000
1522778400,Rain,shower rain,09d,284.78,285.15,284.15,987,57,6.7,200,75,10000
1522780200,Rain,shower rain,09d,283.15,283.15,283.15,987,66,4.6,180,75,10000
1522782000,Rain,shower rain,09d,282.64,283.15,282.15,988,66,4.6,190,75,10000
1522783800,Clouds,broken clouds,04n,282.15,282.15,282.15,988,70,3.1,190,75,10000
1522785600,Clouds,scattered clouds,03n,281.13,282.15,280.15,988,70,3.6,190,40,10000
1522787400,Clouds,scattered clouds,03n,280.58,281.15,280.15,989,75,3.6,180,40,10000
1522789200,Clouds,scattered clouds,03n,280.64,281.15,280.15,989,75,3.6,200,40,10000
1522791000,Clouds,scattered clouds,03n,280.15,280.15,280.15,989,75,4.6,180,40,10000
1522792800,Clouds,scattered clouds,03n,280.15,280.15,280.15,989,81,4.1,180,40,10000
1522794600,Clouds,scattered clouds,03n,280.15,280.15,280.15,989,81,4.6,180,40,10000
1522796400,Clouds,scattered clouds,03n,279.66,280.15,279.15,989,87,3.6,170,40,10000
1522798200,Clouds,scattered clouds,03n,279.72,280.15,279.15,989,87,2.6,160,40,10000
1522800000,Clouds,scattered clouds,03n,278.66,279.15,278.15,989,80,2.1,190,40,10000
1522801800,Clouds,broken clouds,04n,279.15,279.15,279.15,989,87,2.1,130,75,10000
1522803600,Rain,light rain,10n,279.15,279.15,279.15,989,93,3.6,140,75,10000
1522805400,Rain,light rain,10n,279.58,280.15,279.15,989,93,3.6,130,75,10000
1522807200,Rain,light rain,10n,280.15,280.15,280.15,989,93,3.1,140,75,10000
1522809000,Rain,light rain,10n,280.15,280.15,280.15,988,93,4.1,130,75,8000
1522810800,Rain,light rain,10n,280.15,280.15,280.15,988,93,3.6,150,75,10000
1522812600,Rain,moderate rain,10n,279.72,280.15,279.15,988,100,1.0,0,75,10000
1522816200,Rain,moderate rain,10n,279.15,279.15,279.15,989,93,2.1,340,75,6000
1523034000,Clouds,scattered clouds,03d,285.15,285.15,285.15,998,62,8.7,180,40,10000
1523035800,Clouds,scattered clouds,03d,285.15,285.15,285.15,999,62,7.2,190,40,10000
1523037600,Clouds,scattered clouds,03d,285.15,285.15,285.15,999,62,5.7,180,40,10000
1523039400,Clouds,scattered clouds,03d,284.56,285.15,284.15,999,62,7.2,170,40,10000
1523041200,Clouds,scattered clouds,03d,283.64,284.15,283.15,999,66,8.7,190,40,10000
1523043000,Clouds,few clouds,02n,283.57,284.15,283.15,1000,66,7.7,190,20,10000
1523044800,Clouds,few clouds,02n,283.64,284.15,283.15,1001,66,6.7,190,20,10000
1523046600,Clouds,scattered clouds,03n,283.15,283.15,283.15,1001,71,6.7,180,40,10000
1523048400,Clouds,scattered clouds,03n,282.64,283.15,282.15,1001,71,5.7,180,40,10000
1523050200,Clouds,broken clouds,04n,282.57,283.15,282.15,1002,76,5.7,190,75,10000
1523056411,Clear,clear sky,01n,281.486,281.486,281.486,1012,91,7.2,195,0,0
1523057698,Clear,clear sky,01n,281.486,281.486,281.486,1012,91,7.2,195,0,0
1523059200,Clouds,broken clouds,04n,282.15,282.15,282.15,1002,76,6.7,210,75,10000
1523059277,Clear,clear sky,01n,281.486,281.486,281.486,1012,91,7.2,195,0,0
1523066827,Clouds,broken clouds,04n,281.117,281.117,281.117,1013,93,4.33,186,76,0
1523068307,Clouds,broken clouds,04n,281.117,281.117,281.117,1013,93,4.33,186,76,0
1523069537,Clouds,broken clouds,04n,281.117,281.117,281.117,1013,93,4.33,186,76,0
1523071274,Clouds,broken clouds,04n,281.117,281.117,281.117,1013,93,4.33,186,76,0
1523072754,Clouds,broken clouds,04n,281.117,281.117,281.117,1013,93,4.33,186,76,0
1523073600,Clouds,broken clouds,04n,280.66,281.15,280.15,1003,87,2.1,150,75,10000
1523073985,Clouds,broken clouds,04n,281.117,281.117,281.117,1013,93,4.33,186,76,0
1523077200,Clouds,broken clouds,04n,279.66,280.15,279.15,1003,87,2.1,200,75,10000
1523080800,Clouds,broken clouds,04d,279.16,280.15,278.15,1004,93,2.6,80,75,10000
1523082600,Clouds,broken clouds,04d,279.29,280.15,278.15,1004,93,1.5,0,75,10000
1523084400,Clouds,broken clouds,04d,279.16,280.15,278.15,1004,100,1.5,0,75,10000
1523086200,Clouds,broken clouds,04d,279.72,280.15,279.15,1004,100,2.1,90,75,8000
1523088000,Fog,fog,50d,280.66,281.15,280.15,1004,100,3.1,120,75,900
1523089800,Fog,fog,50d,280.72,281.15,280.15,1004,100,3.6,130,75,800
1523091600,Clouds,broken clouds,04d,281.66,282.15,281.15,1005,93,4.1,140,75,7000
1523095200,Clouds,broken clouds,04d,282.15,282.15,282.15,1004,87,1.5,0,75,7000
1523097000,Clouds,broken clouds,04d,282.58,283.15,282.15,1004,81,1.0,0,75,10000
1523098800,Clouds,broken clouds,04d,284.15,284.15,284.15,1005,76,1.0,0,75,10000
1523100600,Clouds,broken clouds,04d,284.15,284.15,284.15,1005,71,2.1,320,75,10000
1523104200,Clouds,broken clouds,04d,284.15,284.15,284.15,1005,81,2.6,300,75,10000
1523106000,Rain,shower rain,09d,284.16,285.15,283.15,1005,93,4.1,140,75,8000
1523107800,Rain,shower rain,09d,283.85,285.15,282.15,1005,93,3.1,120,75,4000
1523109600,Rain,light rain,10d,284.16,285.15,283.15,1005,93,4.1,130,75,6000
1523111400,Rain,light rain,10d,284.71,285.15,284.15,1005,81,2.6,150,75,10000
1523113200,Clouds,broken clouds,04d,285.66,286.15,285.15,1004,71,2.6,160,75,10000
1523115000,Clouds,broken clouds,04d,285.71,286.15,285.15,1004,71,3.1,150,75,10000
1523116800,Clouds,broken clouds,04d,285.15,285.15,285.15,1004,71,3.6,130,75,10000
1523118600,Clouds,broken clouds,04d,285.15,285.15,285.15,1005,62,4.6,130,75,10000
1523120400,Rain,light intensity shower rain,09d,282.15,282.15,282.15,1005,87,6.2,290,75,10000
1523122200,Rain,light intensity shower rain,09d,282.58,283.15,282.15,1005,87,0.5,0,75,10000
1523124000,Rain,shower rain,09d,283.64,284.15,283.15,1006,76,2.1,20,75,10000
1523125800,Rain,shower rain,09d,282.71,283.15,282.15,1006,87,1.5,0,75,10000
1523127600,Rain,light intensity shower rain,09d,282.15,282.15,282.15,1006,87,2.1,130,40,10000
1523129400,Rain,light intensity shower rain,09n,281.3,282.15,280.15,1006,87,2.6,160,40,10000
1523131200,Clouds,few clouds,02n,281.15,281.15,281.15,1006,93,2.6,170,20,10000
1523133000,Clouds,few clouds,02n,280.72,281.15,280.15,1006,93,2.6,180,20,10000
1523134800,Clouds,few clouds,02n,279.15,279.15,279.15,1006,100,0.5,0,20,10000
1523136600,Clouds,few clouds,02n,278.71,279.15,278.15,1006,93,1.5,0,20,10000
1523138400,Clouds,few clouds,02n,279.16,280.15,278.15,1006,100,2.1,220,20,10000
1523140200,Clouds,few clouds,02n,279.72,280.15,279.15,1006,93,1.5,0,20,10000
1523142000,Clouds,few clouds,02n,279.66,280.15,279.15,1006,100,2.6,240,20,10000
1523143800,Clouds,few clouds,02n,279.71,280.15,279.15,1006,100,3.1,250,20,10000
1523145600,Clouds,few clouds,02n,280.15,280.15,280.15,1006,93,2.6,240,20,10000
1523147400,Clouds,few clouds,02n,280.15,280.15,280.15,1007,93,4.6,240,20,10000
1523149200,Clouds,few clouds,02n,279.64,280.15,279.15,1007,93,5.1,240,20,10000
1523151000,Clouds,few clouds,02n,279.59,280.15,279.15,1006,93,4.6,240,20,10000
1523152800,Clouds,few clouds,02n,279.15,279.15,279.15,1006,100,3.1,250,20,10000
1523154600,Clouds,scattered clouds,03n,279.58,280.15,279.15,1006,93,5.1,250,40,10000
1523156400,Clouds,scattered clouds,03n,280.15,280.15,280.15,1006,93,4.1,240,40,10000
1523158200,Clouds,broken clouds,04n,280.15,280.15,280.15,1006,93,4.6,230,75,10000
1523160000,Clouds,scattered clouds,03n,280.15,280.15,280.15,1006,93,4.1,240,40,10000
1523161800,Clouds,scattered clouds,03n,280.15,280.15,280.15,1006,93,4.1,240,40,10000
1523163600,Clouds,scattered clouds,03n,279.66,280.15,279.15,1006,100,2.6,210,40,10000
